"","id","idU","idf"
"5073",5073,115,344
"5074",5074,560,936
"5075",5075,788,623
"5076",5076,158,331
"5077",5077,897,317
"5078",5078,376,533
"5079",5079,419,891
"5080",5080,187,701
"5081",5081,420,613
"5082",5082,665,769
"5083",5083,983,124
"5084",5084,305,800
"5085",5085,23,238
"5086",5086,531,511
"5087",5087,922,20
"5088",5088,688,458
"5089",5089,155,864
"5090",5090,461,364
"5091",5091,125,628
"5092",5092,75,97
"5093",5093,61,52
"5094",5094,602,531
"5095",5095,513,544
"5096",5096,843,737
"5097",5097,885,301
"5098",5098,687,754
"5099",5099,240,924
"5100",5100,117,604
"5101",5101,295,676
"5102",5102,476,90
"5103",5103,792,349
"5104",5104,499,28
"5105",5105,261,328
"5106",5106,722,658
"5107",5107,703,902
"5108",5108,600,976
"5109",5109,943,785
"5110",5110,848,664
"5111",5111,752,309
"5112",5112,481,273
"5113",5113,325,802
"5114",5114,575,636
"5115",5115,225,41
"5116",5116,485,931
"5117",5117,640,294
"5118",5118,997,369
"5119",5119,548,854
"5120",5120,151,506
"5121",5121,864,480
"5122",5122,691,910
"5123",5123,293,136
"5124",5124,108,454
"5125",5125,617,942
"5126",5126,898,312
"5127",5127,241,681
"5128",5128,264,346
"5129",5129,861,170
"5130",5130,307,773
"5131",5131,872,527
"5132",5132,119,953
"5133",5133,662,841
"5134",5134,385,519
"5135",5135,912,100
"5136",5136,738,455
"5137",5137,824,547
"5138",5138,728,357
"5139",5139,62,986
"5140",5140,110,428
"5141",5141,500,55
"5142",5142,779,907
"5143",5143,436,376
"5144",5144,231,550
"5145",5145,523,494
"5146",5146,787,732
"5147",5147,755,109
"5148",5148,363,756
"5149",5149,978,629
"5150",5150,473,745
"5151",5151,38,995
"5152",5152,985,152
"5153",5153,414,157
"5154",5154,895,394
"5155",5155,639,275
"5156",5156,396,872
"5157",5157,550,984
"5158",5158,634,486
"5159",5159,503,961
"5160",5160,742,921
"5161",5161,674,691
"5162",5162,186,253
"5163",5163,963,646
"5164",5164,45,334
"5165",5165,681,193
"5166",5166,913,880
"5167",5167,492,383
"5168",5168,711,464
"5169",5169,684,817
"5170",5170,180,987
"5171",5171,907,80
"5172",5172,504,388
"5173",5173,866,385
"5174",5174,402,529
"5175",5175,759,577
"5176",5176,43,538
"5177",5177,630,572
"5178",5178,391,810
"5179",5179,355,892
"5180",5180,642,904
"5181",5181,8,576
"5182",5182,220,374
"5183",5183,327,827
"5184",5184,914,359
"5185",5185,479,201
"5186",5186,566,358
"5187",5187,424,526
"5188",5188,352,964
"5189",5189,421,675
"5190",5190,437,67
"5191",5191,491,861
"5192",5192,522,232
"5193",5193,605,537
"5194",5194,706,835
"5195",5195,70,491
"5196",5196,401,723
"5197",5197,356,514
"5198",5198,845,434
"5199",5199,807,860
"5200",5200,195,229
"5201",5201,228,709
"5202",5202,321,918
"5203",5203,480,422
"5204",5204,819,106
"5205",5205,449,389
"5206",5206,969,685
"5207",5207,320,840
"5208",5208,704,204
"5209",5209,927,939
"5210",5210,77,465
"5211",5211,657,515
"5212",5212,150,262
"5213",5213,82,935
"5214",5214,78,573
"5215",5215,931,803
"5216",5216,358,352
"5217",5217,892,123
"5218",5218,163,102
"5219",5219,148,700
"5220",5220,995,367
"5221",5221,948,425
"5222",5222,218,679
"5223",5223,54,165
"5224",5224,632,196
"5225",5225,301,202
"5226",5226,831,680
"5227",5227,880,758
"5228",5228,650,430
"5229",5229,701,292
"5230",5230,719,461
"5231",5231,977,811
"5232",5232,181,960
"5233",5233,982,611
"5234",5234,838,326
"5235",5235,909,495
"5236",5236,322,433
"5237",5237,689,131
"5238",5238,106,450
"5239",5239,300,303
"5240",5240,592,483
"5241",5241,953,525
"5242",5242,246,2
"5243",5243,131,736
"5244",5244,335,760
"5245",5245,671,989
"5246",5246,823,885
"5247",5247,121,988
"5248",5248,244,299
"5249",5249,57,160
"5250",5250,232,966
"5251",5251,85,249
"5252",5252,175,168
"5253",5253,603,869
"5254",5254,58,584
"5255",5255,653,733
"5256",5256,410,707
"5257",5257,333,289
"5258",5258,695,447
"5259",5259,660,69
"5260",5260,93,759
"5261",5261,337,562
"5262",5262,236,250
"5263",5263,856,226
"5264",5264,986,634
"5265",5265,952,25
"5266",5266,238,837
"5267",5267,433,728
"5268",5268,947,630
"5269",5269,564,91
"5270",5270,412,93
"5271",5271,527,411
"5272",5272,435,812
"5273",5273,170,223
"5274",5274,757,377
"5275",5275,97,290
"5276",5276,49,439
"5277",5277,490,943
"5278",5278,462,332
"5279",5279,223,620
"5280",5280,405,703
"5281",5281,456,882
"5282",5282,415,449
"5283",5283,519,719
"5284",5284,793,660
"5285",5285,362,667
"5286",5286,675,265
"5287",5287,984,384
"5288",5288,200,99
"5289",5289,113,98
"5290",5290,213,233
"5291",5291,63,154
"5292",5292,212,969
"5293",5293,835,834
"5294",5294,501,563
"5295",5295,867,566
"5296",5296,303,673
"5297",5297,939,657
"5298",5298,444,724
"5299",5299,798,188
"5300",5300,837,44
"5301",5301,284,916
"5302",5302,731,504
"5303",5303,506,209
"5304",5304,409,448
"5305",5305,724,470
"5306",5306,139,788
"5307",5307,470,57
"5308",5308,489,786
"5309",5309,965,63
"5310",5310,429,794
"5311",5311,739,142
"5312",5312,727,43
"5313",5313,836,945
"5314",5314,957,321
"5315",5315,659,698
"5316",5316,568,314
"5317",5317,698,42
"5318",5318,736,545
"5319",5319,782,351
"5320",5320,185,534
"5321",5321,547,310
"5322",5322,637,777
"5323",5323,464,779
"5324",5324,357,203
"5325",5325,596,842
"5326",5326,685,398
"5327",5327,668,32
"5328",5328,399,24
"5329",5329,99,963
"5330",5330,83,750
"5331",5331,567,656
"5332",5332,555,677
"5333",5333,95,463
"5334",5334,207,816
"5335",5335,286,792
"5336",5336,822,870
"5337",5337,878,589
"5338",5338,35,429
"5339",5339,773,602
"5340",5340,844,706
"5341",5341,51,694
"5342",5342,230,956
"5343",5343,723,10
"5344",5344,272,693
"5345",5345,862,295
"5346",5346,954,688
"5347",5347,593,412
"5348",5348,737,689
"5349",5349,765,370
"5350",5350,451,642
"5351",5351,413,462
"5352",5352,329,256
"5353",5353,400,366
"5354",5354,790,270
"5355",5355,493,246
"5356",5356,453,380
"5357",5357,118,378
"5358",5358,827,957
"5359",5359,242,730
"5360",5360,855,330
"5361",5361,366,548
"5362",5362,315,975
"5363",5363,486,947
"5364",5364,556,174
"5365",5365,432,353
"5366",5366,682,849
"5367",5367,275,267
"5368",5368,79,296
"5369",5369,875,501
"5370",5370,744,4
"5371",5371,381,496
"5372",5372,146,821
"5373",5373,498,77
"5374",5374,234,281
"5375",5375,262,190
"5376",5376,354,245
"5377",5377,196,873
"5378",5378,283,791
"5379",5379,222,12
"5380",5380,760,62
"5381",5381,777,172
"5382",5382,563,781
"5383",5383,761,929
"5384",5384,511,829
"5385",5385,991,549
"5386",5386,80,622
"5387",5387,578,492
"5388",5388,450,53
"5389",5389,726,291
"5390",5390,346,554
"5391",5391,869,397
"5392",5392,865,363
"5393",5393,949,856
"5394",5394,445,637
"5395",5395,482,161
"5396",5396,189,749
"5397",5397,384,466
"5398",5398,693,731
"5399",5399,253,61
"5400",5400,254,898
"5401",5401,655,524
"5402",5402,645,616
"5403",5403,833,222
"5404",5404,477,211
"5405",5405,796,282
"5406",5406,961,886
"5407",5407,894,631
"5408",5408,932,683
"5409",5409,672,509
"5410",5410,323,474
"5411",5411,209,695
"5412",5412,129,392
"5413",5413,4,581
"5414",5414,269,95
"5415",5415,496,528
"5416",5416,888,555
"5417",5417,992,198
"5418",5418,512,307
"5419",5419,76,932
"5420",5420,612,287
"5421",5421,440,89
"5422",5422,370,224
"5423",5423,47,557
"5424",5424,359,6
"5425",5425,247,911
"5426",5426,408,54
"5427",5427,570,402
"5428",5428,705,901
"5429",5429,343,184
"5430",5430,906,50
"5431",5431,55,850
"5432",5432,586,143
"5433",5433,124,451
"5434",5434,341,469
"5435",5435,616,742
"5436",5436,90,278
"5437",5437,427,697
"5438",5438,344,848
"5439",5439,735,567
"5440",5440,576,33
"5441",5441,613,137
"5442",5442,713,130
"5443",5443,692,247
"5444",5444,712,633
"5445",5445,407,313
"5446",5446,28,934
"5447",5447,966,556
"5448",5448,606,472
"5449",5449,245,277
"5450",5450,599,187
"5451",5451,237,714
"5452",5452,159,605
"5453",5453,546,255
"5454",5454,851,144
"5455",5455,299,272
"5456",5456,364,306
"5457",5457,123,933
"5458",5458,143,923
"5459",5459,849,390
"5460",5460,751,627
"5461",5461,331,516
"5462",5462,88,452
"5463",5463,542,488
"5464",5464,988,818
"5465",5465,970,645
"5466",5466,165,467
"5467",5467,559,122
"5468",5468,463,393
"5469",5469,734,635
"5470",5470,138,176
"5471",5471,5,206
"5472",5472,48,162
"5473",5473,488,661
"5474",5474,936,914
"5475",5475,910,485
"5476",5476,107,748
"5477",5477,214,215
"5478",5478,708,158
"5479",5479,795,345
"5480",5480,438,542
"5481",5481,670,508
"5482",5482,830,780
"5483",5483,392,999
"5484",5484,257,822
"5485",5485,846,782
"5486",5486,172,980
"5487",5487,347,614
"5488",5488,270,670
"5489",5489,801,722
"5490",5490,780,720
"5491",5491,857,500
"5492",5492,589,128
"5493",5493,916,666
"5494",5494,890,671
"5495",5495,976,946
"5496",5496,11,596
"5497",5497,86,878
"5498",5498,580,955
"5499",5499,631,551
"5500",5500,883,859
"5501",5501,591,145
"5502",5502,103,71
"5503",5503,754,171
"5504",5504,917,868
"5505",5505,87,757
"5506",5506,545,523
"5507",5507,528,119
"5508",5508,174,442
"5509",5509,388,888
"5510",5510,74,360
"5511",5511,696,991
"5512",5512,105,47
"5513",5513,815,121
"5514",5514,338,674
"5515",5515,648,386
"5516",5516,280,560
"5517",5517,647,132
"5518",5518,622,798
"5519",5519,813,825
"5520",5520,828,343
"5521",5521,968,423
"5522",5522,130,686
"5523",5523,750,893
"5524",5524,664,205
"5525",5525,430,726
"5526",5526,472,985
"5527",5527,37,814
"5528",5528,902,195
"5529",5529,929,997
"5530",5530,619,76
"5531",5531,302,107
"5532",5532,68,532
"5533",5533,202,752
"5534",5534,716,930
"5535",5535,287,268
"5536",5536,100,271
"5537",5537,975,865
"5538",5538,577,87
"5539",5539,56,712
"5540",5540,756,905
"5541",5541,375,770
"5542",5542,680,214
"5543",5543,882,362
"5544",5544,36,505
"5545",5545,543,236
"5546",5546,13,967
"5547",5547,646,381
"5548",5548,96,830
"5549",5549,428,739
"5550",5550,67,877
"5551",5551,887,663
"5552",5552,786,665
"5553",5553,227,15
"5554",5554,891,659
"5555",5555,318,426
"5556",5556,39,937
"5557",5557,510,23
"5558",5558,921,925
"5559",5559,112,610
"5560",5560,466,58
"5561",5561,316,460
"5562",5562,59,569
"5563",5563,956,441
"5564",5564,179,173
"5565",5565,361,416
"5566",5566,377,225
"5567",5567,775,502
"5568",5568,26,276
"5569",5569,730,920
"5570",5570,191,972
"5571",5571,137,650
"5572",5572,981,471
"5573",5573,911,765
"5574",5574,134,18
"5575",5575,271,199
"5576",5576,633,813
"5577",5577,204,414
"5578",5578,950,65
"5579",5579,431,163
"5580",5580,826,883
"5581",5581,764,927
"5582",5582,32,104
"5583",5583,468,19
"5584",5584,628,375
"5585",5585,250,115
"5586",5586,423,846
"5587",5587,538,692
"5588",5588,197,952
"5589",5589,766,951
"5590",5590,725,169
"5591",5591,235,852
"5592",5592,663,741
"5593",5593,160,593
"5594",5594,309,579
"5595",5595,149,507
"5596",5596,116,805
"5597",5597,457,857
"5598",5598,785,558
"5599",5599,229,9
"5600",5600,745,639
"5601",5601,847,855
"5602",5602,173,319
"5603",5603,930,875
"5604",5604,446,820
"5605",5605,573,304
"5606",5606,494,194
"5607",5607,987,153
"5608",5608,44,111
"5609",5609,840,127
"5610",5610,610,619
"5611",5611,411,833
"5612",5612,282,258
"5613",5613,624,490
"5614",5614,91,668
"5615",5615,188,881
"5616",5616,853,68
"5617",5617,581,648
"5618",5618,783,261
"5619",5619,748,990
"5620",5620,394,940
"5621",5621,614,513
"5622",5622,21,218
"5623",5623,34,867
"5624",5624,252,150
"5625",5625,741,541
"5626",5626,874,424
"5627",5627,776,710
"5628",5628,439,992
"5629",5629,627,181
"5630",5630,379,399
"5631",5631,308,419
"5632",5632,901,715
"5633",5633,762,998
"5634",5634,697,690
"5635",5635,804,361
"5636",5636,934,638
"5637",5637,549,591
"5638",5638,967,727
"5639",5639,248,747
"5640",5640,654,66
"5641",5641,805,167
"5642",5642,516,503
"5643",5643,389,134
"5644",5644,387,580
"5645",5645,595,38
"5646",5646,683,696
"5647",5647,979,641
"5648",5648,296,553
"5649",5649,201,652
"5650",5650,658,626
"5651",5651,291,968
"5652",5652,101,647
"5653",5653,380,1000
"5654",5654,825,259
"5655",5655,896,766
"5656",5656,584,608
"5657",5657,471,476
"5658",5658,676,738
"5659",5659,239,436
"5660",5660,224,340
"5661",5661,945,118
"5662",5662,959,772
"5663",5663,365,445
"5664",5664,794,790
"5665",5665,203,350
"5666",5666,140,308
"5667",5667,753,917
"5668",5668,789,768
"5669",5669,475,300
"5670",5670,747,459
"5671",5671,652,775
"5672",5672,42,283
"5673",5673,6,280
"5674",5674,382,200
"5675",5675,729,84
"5676",5676,905,959
"5677",5677,166,575
"5678",5678,771,536
"5679",5679,265,446
"5680",5680,673,379
"5681",5681,147,874
"5682",5682,258,285
"5683",5683,311,395
"5684",5684,964,365
"5685",5685,7,978
"5686",5686,881,734
"5687",5687,161,339
"5688",5688,487,819
"5689",5689,483,371
"5690",5690,717,297
"5691",5691,582,147
"5692",5692,339,1
"5693",5693,50,796
"5694",5694,210,183
"5695",5695,604,721
"5696",5696,306,590
"5697",5697,221,784
"5698",5698,587,324
"5699",5699,266,806
"5700",5700,520,444
"5701",5701,820,974
"5702",5702,145,530
"5703",5703,314,101
"5704",5704,109,70
"5705",5705,190,408
"5706",5706,946,81
"5707",5707,319,333
"5708",5708,288,8
"5709",5709,233,17
"5710",5710,686,899
"5711",5711,469,595
"5712",5712,164,743
"5713",5713,944,801
"5714",5714,715,404
"5715",5715,536,372
"5716",5716,517,520
"5717",5717,374,217
"5718",5718,194,477
"5719",5719,699,400
"5720",5720,597,702
"5721",5721,808,116
"5722",5722,10,207
"5723",5723,572,35
"5724",5724,962,606
"5725",5725,900,216
"5726",5726,14,241
"5727",5727,507,3
"5728",5728,217,192
"5729",5729,416,578
"5730",5730,226,498
"5731",5731,537,776
"5732",5732,398,522
"5733",5733,135,938
"5734",5734,454,799
"5735",5735,157,751
"5736",5736,818,22
"5737",5737,700,48
"5738",5738,942,753
"5739",5739,923,85
"5740",5740,243,617
"5741",5741,740,178
"5742",5742,530,876
"5743",5743,367,574
"5744",5744,386,621
"5745",5745,743,166
"5746",5746,960,909
"5747",5747,144,112
"5748",5748,484,103
"5749",5749,877,219
"5750",5750,518,949
"5751",5751,781,789
"5752",5752,641,298
"5753",5753,459,478
"5754",5754,811,979
"5755",5755,702,208
"5756",5756,993,565
"5757",5757,27,982
"5758",5758,133,456
"5759",5759,579,618
"5760",5760,276,409
"5761",5761,168,809
"5762",5762,666,588
"5763",5763,904,678
"5764",5764,714,257
"5765",5765,277,29
"5766",5766,360,373
"5767",5767,15,355
"5768",5768,574,230
"5769",5769,81,197
"5770",5770,677,64
"5771",5771,60,571
"5772",5772,326,570
"5773",5773,448,755
"5774",5774,746,871
"5775",5775,919,286
"5776",5776,171,212
"5777",5777,9,117
"5778",5778,40,640
"5779",5779,710,735
"5780",5780,340,826
"5781",5781,441,457
"5782",5782,111,108
"5783",5783,615,5
"5784",5784,71,156
"5785",5785,334,284
"5786",5786,373,535
"5787",5787,996,189
"5788",5788,526,148
"5789",5789,342,49
"5790",5790,304,941
"5791",5791,192,113
"5792",5792,539,302
"5793",5793,390,612
"5794",5794,524,718
"5795",5795,821,603
"5796",5796,94,421
"5797",5797,842,45
"5798",5798,294,391
"5799",5799,669,993
"5800",5800,251,94
"5801",5801,122,843
"5802",5802,990,601
"5803",5803,52,897
"5804",5804,193,922
"5805",5805,104,79
"5806",5806,800,862
"5807",5807,935,587
"5808",5808,292,599
"5809",5809,973,13
"5810",5810,297,493
"5811",5811,497,140
"5812",5812,621,824
"5813",5813,529,625
"5814",5814,893,484
"5815",5815,198,944
"5816",5816,980,858
"5817",5817,618,521
"5818",5818,350,182
"5819",5819,694,948
"5820",5820,832,305
"5821",5821,351,191
"5822",5822,136,609
"5823",5823,769,415
"5824",5824,465,958
"5825",5825,162,149
"5826",5826,515,552
"5827",5827,20,175
"5828",5828,328,237
"5829",5829,908,92
"5830",5830,219,431
"5831",5831,425,164
"5832",5832,829,561
"5833",5833,478,684
"5834",5834,73,582
"5835",5835,834,56
"5836",5836,72,336
"5837",5837,649,866
"5838",5838,268,583
"5839",5839,206,88
"5840",5840,972,251
"5841",5841,644,853
"5842",5842,551,889
"5843",5843,46,797
"5844",5844,903,342
"5845",5845,656,497
"5846",5846,474,653
"5847",5847,565,356
"5848",5848,858,913
"5849",5849,25,322
"5850",5850,120,443
"5851",5851,279,468
"5852",5852,552,239
"5853",5853,290,14
"5854",5854,30,926
"5855",5855,345,338
"5856",5856,205,274
"5857",5857,19,120
"5858",5858,920,110
"5859",5859,177,559
"5860",5860,353,795
"5861",5861,651,895
"5862",5862,561,839
"5863",5863,678,804
"5864",5864,620,264
"5865",5865,395,655
"5866",5866,29,615
"5867",5867,629,473
"5868",5868,583,717
"5869",5869,809,347
"5870",5870,92,228
"5871",5871,925,141
"5872",5872,608,543
"5873",5873,324,27
"5874",5874,937,40
"5875",5875,65,403
"5876",5876,505,227
"5877",5877,924,138
"5878",5878,850,248
"5879",5879,778,518
"5880",5880,732,906
"5881",5881,571,879
"5882",5882,460,994
"5883",5883,661,185
"5884",5884,273,210
"5885",5885,958,962
"5886",5886,348,600
"5887",5887,810,704
"5888",5888,183,844
"5889",5889,1000,78
"5890",5890,313,729
"5891",5891,770,220
"5892",5892,598,51
"5893",5893,839,135
"5894",5894,434,417
"5895",5895,281,594
"5896",5896,31,114
"5897",5897,636,479
"5898",5898,369,151
"5899",5899,541,139
"5900",5900,690,954
"5901",5901,458,186
"5902",5902,876,687
"5903",5903,749,329
"5904",5904,142,437
"5905",5905,263,405
"5906",5906,260,368
"5907",5907,643,335
"5908",5908,601,311
"5909",5909,557,39
"5910",5910,249,293
"5911",5911,994,30
"5912",5912,127,983
"5913",5913,802,900
"5914",5914,806,654
"5915",5915,803,74
"5916",5916,554,981
"5917",5917,514,234
"5918",5918,871,651
"5919",5919,998,177
"5920",5920,216,915
"5921",5921,797,46
"5922",5922,178,243
"5923",5923,860,740
"5924",5924,816,354
"5925",5925,278,266
"5926",5926,569,711
"5927",5927,317,432
"5928",5928,767,672
"5929",5929,41,539
"5930",5930,378,592
"5931",5931,859,401
"5932",5932,611,971
"5933",5933,310,60
"5934",5934,879,440
"5935",5935,267,105
"5936",5936,974,713
"5937",5937,349,323
"5938",5938,863,890
"5939",5939,889,252
"5940",5940,870,133
"5941",5941,638,320
"5942",5942,926,586
"5943",5943,812,828
"5944",5944,707,884
"5945",5945,623,487
"5946",5946,899,180
"5947",5947,289,774
"5948",5948,873,36
"5949",5949,868,699
"5950",5950,397,568
"5951",5951,971,517
"5952",5952,521,887
"5953",5953,558,896
"5954",5954,667,863
"5955",5955,102,744
"5956",5956,406,26
"5957",5957,114,851
"5958",5958,590,341
"5959",5959,152,318
"5960",5960,1,771
"5961",5961,999,11
"5962",5962,403,598
"5963",5963,16,410
"5964",5964,298,847
"5965",5965,534,146
"5966",5966,330,482
"5967",5967,525,607
"5968",5968,609,316
"5969",5969,955,382
"5970",5970,404,418
"5971",5971,452,327
"5972",5972,285,337
"5973",5973,22,475
"5974",5974,336,348
"5975",5975,532,845
"5976",5976,167,632
"5977",5977,540,75
"5978",5978,607,725
"5979",5979,854,996
"5980",5980,24,903
"5981",5981,918,838
"5982",5982,544,453
"5983",5983,585,761
"5984",5984,928,155
"5985",5985,938,260
"5986",5986,33,808
"5987",5987,635,807
"5988",5988,169,21
"5989",5989,417,950
"5990",5990,126,242
"5991",5991,772,279
"5992",5992,156,669
"5993",5993,533,129
"5994",5994,791,649
"5995",5995,989,34
"5996",5996,215,912
"5997",5997,447,643
"5998",5998,443,510
"5999",5999,12,73
"6000",6000,884,396
"6001",6001,758,540
"6002",6002,274,269
"6003",6003,18,221
"6004",6004,69,315
"6005",6005,259,831
"6006",6006,763,793
"6007",6007,199,235
"6008",6008,933,420
"6009",6009,841,413
"6010",6010,368,585
"6011",6011,721,815
"6012",6012,814,708
"6013",6013,784,82
"6014",6014,17,512
"6015",6015,626,96
"6016",6016,594,836
"6017",6017,176,716
"6018",6018,154,240
"6019",6019,64,86
"6020",6020,941,435
"6021",6021,211,662
"6022",6022,371,159
"6023",6023,553,970
"6024",6024,495,427
"6025",6025,2,928
"6026",6026,535,644
"6027",6027,383,783
"6028",6028,66,387
"6029",6029,852,489
"6030",6030,951,72
"6031",6031,502,894
"6032",6032,774,908
"6033",6033,426,767
"6034",6034,720,597
"6035",6035,98,564
"6036",6036,256,288
"6037",6037,455,778
"6038",6038,886,682
"6039",6039,625,263
"6040",6040,184,407
"6041",6041,768,254
"6042",6042,3,973
"6043",6043,509,705
"6044",6044,709,37
"6045",6045,182,832
"6046",6046,393,823
"6047",6047,718,624
"6048",6048,208,763
"6049",6049,53,406
"6050",6050,418,244
"6051",6051,562,231
"6052",6052,733,125
"6053",6053,467,977
"6054",6054,799,499
"6055",6055,141,546
"6056",6056,679,16
"6057",6057,442,919
"6058",6058,255,762
"6059",6059,508,787
"6060",6060,332,126
"6061",6061,128,59
"6062",6062,915,213
"6063",6063,588,965
"6064",6064,372,83
"6065",6065,940,31
"6066",6066,817,7
"6067",6067,132,481
"6068",6068,422,746
"6069",6069,153,325
"6070",6070,89,764
"6071",6071,312,438
"6072",6072,84,179
"6073",6073,115,344
"6074",6074,560,936
"6075",6075,788,623
"6076",6076,158,331
"6077",6077,897,317
"6078",6078,376,533
"6079",6079,419,891
"6080",6080,187,701
"6081",6081,420,613
"6082",6082,665,769
"6083",6083,983,124
"6084",6084,305,800
"6085",6085,23,238
"6086",6086,531,511
"6087",6087,922,20
"6088",6088,688,458
"6089",6089,155,864
"6090",6090,461,364
"6091",6091,125,628
"6092",6092,75,97
"6093",6093,61,52
"6094",6094,602,531
"6095",6095,513,544
"6096",6096,843,737
"6097",6097,885,301
"6098",6098,687,754
"6099",6099,240,924
"6100",6100,117,604
"6101",6101,295,676
"6102",6102,476,90
"6103",6103,792,349
"6104",6104,499,28
"6105",6105,261,328
"6106",6106,722,658
"6107",6107,703,902
"6108",6108,600,976
"6109",6109,943,785
"6110",6110,848,664
"6111",6111,752,309
"6112",6112,481,273
"6113",6113,325,802
"6114",6114,575,636
"6115",6115,225,41
"6116",6116,485,931
"6117",6117,640,294
"6118",6118,997,369
"6119",6119,548,854
"6120",6120,151,506
"6121",6121,864,480
"6122",6122,691,910
"6123",6123,293,136
"6124",6124,108,454
"6125",6125,617,942
"6126",6126,898,312
"6127",6127,241,681
"6128",6128,264,346
"6129",6129,861,170
"6130",6130,307,773
"6131",6131,872,527
"6132",6132,119,953
"6133",6133,662,841
"6134",6134,385,519
"6135",6135,912,100
"6136",6136,738,455
"6137",6137,824,547
"6138",6138,728,357
"6139",6139,62,986
"6140",6140,110,428
"6141",6141,500,55
"6142",6142,779,907
"6143",6143,436,376
"6144",6144,231,550
"6145",6145,523,494
"6146",6146,787,732
"6147",6147,755,109
"6148",6148,363,756
"6149",6149,978,629
"6150",6150,473,745
"6151",6151,38,995
"6152",6152,985,152
"6153",6153,414,157
"6154",6154,895,394
"6155",6155,639,275
"6156",6156,396,872
"6157",6157,550,984
"6158",6158,634,486
"6159",6159,503,961
"6160",6160,742,921
"6161",6161,674,691
"6162",6162,186,253
"6163",6163,963,646
"6164",6164,45,334
"6165",6165,681,193
"6166",6166,913,880
"6167",6167,492,383
"6168",6168,711,464
"6169",6169,684,817
"6170",6170,180,987
"6171",6171,907,80
"6172",6172,504,388
"6173",6173,866,385
"6174",6174,402,529
"6175",6175,759,577
"6176",6176,43,538
"6177",6177,630,572
"6178",6178,391,810
"6179",6179,355,892
"6180",6180,642,904
"6181",6181,8,576
"6182",6182,220,374
"6183",6183,327,827
"6184",6184,914,359
"6185",6185,479,201
"6186",6186,566,358
"6187",6187,424,526
"6188",6188,352,964
"6189",6189,421,675
"6190",6190,437,67
"6191",6191,491,861
"6192",6192,522,232
"6193",6193,605,537
"6194",6194,706,835
"6195",6195,70,491
"6196",6196,401,723
"6197",6197,356,514
"6198",6198,845,434
"6199",6199,807,860
"6200",6200,195,229
"6201",6201,228,709
"6202",6202,321,918
"6203",6203,480,422
"6204",6204,819,106
"6205",6205,449,389
"6206",6206,969,685
"6207",6207,320,840
"6208",6208,704,204
"6209",6209,927,939
"6210",6210,77,465
"6211",6211,657,515
"6212",6212,150,262
"6213",6213,82,935
"6214",6214,78,573
"6215",6215,931,803
"6216",6216,358,352
"6217",6217,892,123
"6218",6218,163,102
"6219",6219,148,700
"6220",6220,995,367
"6221",6221,948,425
"6222",6222,218,679
"6223",6223,54,165
"6224",6224,632,196
"6225",6225,301,202
"6226",6226,831,680
"6227",6227,880,758
"6228",6228,650,430
"6229",6229,701,292
"6230",6230,719,461
"6231",6231,977,811
"6232",6232,181,960
"6233",6233,982,611
"6234",6234,838,326
"6235",6235,909,495
"6236",6236,322,433
"6237",6237,689,131
"6238",6238,106,450
"6239",6239,300,303
"6240",6240,592,483
"6241",6241,953,525
"6242",6242,246,2
"6243",6243,131,736
"6244",6244,335,760
"6245",6245,671,989
"6246",6246,823,885
"6247",6247,121,988
"6248",6248,244,299
"6249",6249,57,160
"6250",6250,232,966
"6251",6251,85,249
"6252",6252,175,168
"6253",6253,603,869
"6254",6254,58,584
"6255",6255,653,733
"6256",6256,410,707
"6257",6257,333,289
"6258",6258,695,447
"6259",6259,660,69
"6260",6260,93,759
"6261",6261,337,562
"6262",6262,236,250
"6263",6263,856,226
"6264",6264,986,634
"6265",6265,952,25
"6266",6266,238,837
"6267",6267,433,728
"6268",6268,947,630
"6269",6269,564,91
"6270",6270,412,93
"6271",6271,527,411
"6272",6272,435,812
"6273",6273,170,223
"6274",6274,757,377
"6275",6275,97,290
"6276",6276,49,439
"6277",6277,490,943
"6278",6278,462,332
"6279",6279,223,620
"6280",6280,405,703
"6281",6281,456,882
"6282",6282,415,449
"6283",6283,519,719
"6284",6284,793,660
"6285",6285,362,667
"6286",6286,675,265
"6287",6287,984,384
"6288",6288,200,99
"6289",6289,113,98
"6290",6290,213,233
"6291",6291,63,154
"6292",6292,212,969
"6293",6293,835,834
"6294",6294,501,563
"6295",6295,867,566
"6296",6296,303,673
"6297",6297,939,657
"6298",6298,444,724
"6299",6299,798,188
"6300",6300,837,44
"6301",6301,284,916
"6302",6302,731,504
"6303",6303,506,209
"6304",6304,409,448
"6305",6305,724,470
"6306",6306,139,788
"6307",6307,470,57
"6308",6308,489,786
"6309",6309,965,63
"6310",6310,429,794
"6311",6311,739,142
"6312",6312,727,43
"6313",6313,836,945
"6314",6314,957,321
"6315",6315,659,698
"6316",6316,568,314
"6317",6317,698,42
"6318",6318,736,545
"6319",6319,782,351
"6320",6320,185,534
"6321",6321,547,310
"6322",6322,637,777
"6323",6323,464,779
"6324",6324,357,203
"6325",6325,596,842
"6326",6326,685,398
"6327",6327,668,32
"6328",6328,399,24
"6329",6329,99,963
"6330",6330,83,750
"6331",6331,567,656
"6332",6332,555,677
"6333",6333,95,463
"6334",6334,207,816
"6335",6335,286,792
"6336",6336,822,870
"6337",6337,878,589
"6338",6338,35,429
"6339",6339,773,602
"6340",6340,844,706
"6341",6341,51,694
"6342",6342,230,956
"6343",6343,723,10
